Date : 2022-04-11 17:26:48
Directory : /home/tautvydas/MyProjects/Bakis
Total : 98 files,  74707 codes, 450 comments, 356 blanks, all 75513 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| server                                                                          |         34 |     21,886 |         80 |        151 |     22,117 |
| server/src                                                                      |         29 |      1,412 |         59 |        145 |      1,616 |
| server/src/controllers                                                          |          8 |        665 |         12 |         58 |        735 |
| server/src/models                                                               |          8 |        211 |         13 |         16 |        240 |
| server/src/routes                                                               |          9 |        131 |         24 |         45 |        200 |
| server/tests                                                                    |          1 |         12 |          0 |          2 |         14 |
| server/tests/unit                                                               |          1 |         12 |          0 |          2 |         14 |
| watch                                                                           |          7 |     10,119 |         40 |         24 |     10,183 |
| watch/app                                                                       |          1 |         17 |         22 |          9 |         48 |
| watch/companion                                                                 |          1 |          4 |         18 |          9 |         31 |
| watch/resources                                                                 |          1 |         11 |          0 |          2 |         13 |
| watch/settings                                                                  |          1 |         13 |          0 |          1 |         14 |
+---------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                        | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /home/tautvydas/MyProjects/Bakis/client/.eslintrc.js                            | JavaScript         |         28 |          0 |          1 |         29 |
| /home/tautvydas/MyProjects/Bakis/client/README.md                               | Markdown           |         27 |          0 |          8 |         35 |
| /home/tautvydas/MyProjects/Bakis/client/babel.config.js                         | JavaScript         |          5 |          0 |          1 |          6 |
| /home/tautvydas/MyProjects/Bakis/client/cypress.json                            | JSON               |          3 |          0 |          1 |          4 |
| /home/tautvydas/MyProjects/Bakis/client/jest.config.js                          | JavaScript         |          3 |          0 |          1 |          4 |
| /home/tautvydas/MyProjects/Bakis/client/keys.json                               | JSON               |          5 |          0 |          0 |          5 |
| /home/tautvydas/MyProjects/Bakis/client/package-lock.json                       | JSON               |     38,684 |          0 |          1 |     38,685 |
| /home/tautvydas/MyProjects/Bakis/client/package.json                            | JSON               |         45 |          0 |          1 |         46 |
| /home/tautvydas/MyProjects/Bakis/client/public/img/icons/safari-pinned-tab.svg  | SVG                |          3 |          0 |          1 |          4 |
| /home/tautvydas/MyProjects/Bakis/client/public/index.html                       | HTML               |         18 |          1 |          1 |         20 |
| /home/tautvydas/MyProjects/Bakis/client/src/App.vue                             | Vue                |         74 |          1 |          4 |         79 |
| /home/tautvydas/MyProjects/Bakis/client/src/assets/logo.svg                     | SVG                |          1 |          0 |          1 |          2 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/Calendar/EventForm.vue   | Vue                |        215 |          0 |          1 |        216 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/Calendar/Settings.vue    | Vue                |        140 |          0 |          2 |        142 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/Create/ExerciseModal.vue | Vue                |        165 |          0 |          2 |        167 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/Create/WorkoutModal.vue  | Vue                |        291 |         62 |          5 |        358 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/ExerciseModal.vue        | Vue                |        315 |          0 |          2 |        317 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/FoodLogData.vue          | Vue                |          5 |          0 |          1 |          6 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/HelloWorld.vue           | Vue                |         61 |         88 |          3 |        152 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/Login.vue                | Vue                |        131 |          0 |          3 |        134 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/Navigation.vue           | Vue                |        223 |         47 |          4 |        274 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/SignUp.vue               | Vue                |        147 |          0 |          4 |        151 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/WaterLogData.vue         | Vue                |        116 |          0 |          2 |        118 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/WaterLogModal.vue        | Vue                |        138 |          0 |          2 |        140 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/WeightLogData.vue        | Vue                |        120 |          0 |          2 |        122 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/WeightLogModal.vue       | Vue                |        145 |          0 |          2 |        147 |
| /home/tautvydas/MyProjects/Bakis/client/src/components/WgerExercise.vue         | Vue                |         93 |          0 |          1 |         94 |
| /home/tautvydas/MyProjects/Bakis/client/src/main.js                             | JavaScript         |         16 |          0 |          3 |         19 |
| /home/tautvydas/MyProjects/Bakis/client/src/plugins/vuetify.js                  | JavaScript         |          5 |          0 |          3 |          8 |
| /home/tautvydas/MyProjects/Bakis/client/src/registerServiceWorker.js            | JavaScript         |         29 |          1 |          3 |         33 |
| /home/tautvydas/MyProjects/Bakis/client/src/router/index.js                     | JavaScript         |         56 |          0 |          5 |         61 |
| /home/tautvydas/MyProjects/Bakis/client/src/services/api.js                     | JavaScript         |          8 |          0 |          3 |         11 |
| /home/tautvydas/MyProjects/Bakis/client/src/services/apiInterceptor.js          | JavaScript         |         31 |          5 |          4 |         40 |
| /home/tautvydas/MyProjects/Bakis/client/src/services/auth.js                    | JavaScript         |          7 |          0 |          1 |          8 |
| /home/tautvydas/MyProjects/Bakis/client/src/services/authentication.js          | JavaScript         |         41 |          0 |          6 |         47 |
| /home/tautvydas/MyProjects/Bakis/client/src/services/token.js                   | JavaScript         |         23 |          0 |          7 |         30 |
| /home/tautvydas/MyProjects/Bakis/client/src/services/user.js                    | JavaScript         |        103 |          6 |         22 |        131 |
| /home/tautvydas/MyProjects/Bakis/client/src/store/index.js                      | JavaScript         |         28 |          0 |          4 |         32 |
| /home/tautvydas/MyProjects/Bakis/client/src/store/modules/auth.js               | JavaScript         |         76 |          0 |          5 |         81 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/404.vue                       | Vue                |         65 |          0 |          9 |         74 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/About.vue                     | Vue                |          6 |          0 |          1 |          7 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/BarChart.vue                  | Vue                |         71 |          4 |          4 |         79 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Calendar.vue                  | Vue                |        342 |          2 |          9 |        353 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Exercises.vue                 | Vue                |        186 |          0 |          6 |        192 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Home.vue                      | Vue                |         58 |          6 |          3 |         67 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Logger.vue                    | Vue                |         75 |          0 |          3 |         78 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Profile.vue                   | Vue                |          5 |          0 |          1 |          6 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Statistics.vue                | Vue                |        135 |         17 |          3 |        155 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Supervisors.vue               | Vue                |          5 |          0 |          1 |          6 |
| /home/tautvydas/MyProjects/Bakis/client/src/views/Workouts.vue                  | Vue                |         85 |         35 |          3 |        123 |
| /home/tautvydas/MyProjects/Bakis/client/tests/e2e/.eslintrc.js                  | JavaScript         |         12 |          0 |          1 |         13 |
| /home/tautvydas/MyProjects/Bakis/client/tests/e2e/plugins/index.js              | JavaScript         |         10 |         12 |          5 |         27 |
| /home/tautvydas/MyProjects/Bakis/client/tests/e2e/specs/test.js                 | JavaScript         |          6 |          1 |          2 |          9 |
| /home/tautvydas/MyProjects/Bakis/client/tests/e2e/support/commands.js           | JavaScript         |          0 |         25 |          1 |         26 |
| /home/tautvydas/MyProjects/Bakis/client/tests/e2e/support/index.js              | JavaScript         |          1 |         17 |          3 |         21 |
| /home/tautvydas/MyProjects/Bakis/client/tests/unit/example.spec.js              | JavaScript         |         11 |          0 |          2 |         13 |
| /home/tautvydas/MyProjects/Bakis/client/vue.config.js                           | JavaScript         |          5 |          0 |          1 |          6 |
| /home/tautvydas/MyProjects/Bakis/server/.eslintrc.cjs                           | JavaScript         |         18 |         21 |          1 |         40 |
| /home/tautvydas/MyProjects/Bakis/server/nodemon.json                            | JSON               |          4 |          0 |          1 |          5 |
| /home/tautvydas/MyProjects/Bakis/server/package-lock.json                       | JSON               |     20,397 |          0 |          1 |     20,398 |
| /home/tautvydas/MyProjects/Bakis/server/package.json                            | JSON               |         43 |          0 |          1 |         44 |
| /home/tautvydas/MyProjects/Bakis/server/src/app.js                              | JavaScript         |         68 |          0 |          8 |         76 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/api.js                  | JavaScript         |         87 |         10 |          5 |        102 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/clients.js              | JavaScript         |         45 |          0 |          4 |         49 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/events.js               | JavaScript         |        122 |          0 |          8 |        130 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/exercises.js            | JavaScript         |        121 |          0 |         11 |        132 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/helper.js               | JavaScript         |          6 |          0 |          2 |          8 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/statistics.js           | JavaScript         |         77 |          2 |         10 |         89 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/waterLogs.js            | JavaScript         |        102 |          0 |          9 |        111 |
| /home/tautvydas/MyProjects/Bakis/server/src/controllers/weightLogs.js           | JavaScript         |        105 |          0 |          9 |        114 |
| /home/tautvydas/MyProjects/Bakis/server/src/db.js                               | JavaScript         |        308 |          9 |         14 |        331 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/clients.js                   | JavaScript         |         40 |          0 |          2 |         42 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/events.js                    | JavaScript         |         49 |          5 |          2 |         56 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/exercises.js                 | JavaScript         |         51 |          8 |          2 |         61 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/foodLogs.js                  | JavaScript         |         13 |          0 |          2 |         15 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/index.js                     | JavaScript         |         14 |          0 |          2 |         16 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/waterLogs.js                 | JavaScript         |         13 |          0 |          2 |         15 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/weightLogs.js                | JavaScript         |         18 |          0 |          2 |         20 |
| /home/tautvydas/MyProjects/Bakis/server/src/models/workouts.js                  | JavaScript         |         13 |          0 |          2 |         15 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes.js                           | JavaScript         |         18 |          0 |          2 |         20 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/api.js                       | JavaScript         |          9 |          0 |          4 |         13 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/clients.js                   | JavaScript         |         15 |          0 |          5 |         20 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/events.js                    | JavaScript         |         15 |          0 |          5 |         20 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/exercises.js                 | JavaScript         |         18 |          0 |          6 |         24 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/fitbit.js                    | JavaScript         |         23 |          4 |          6 |         33 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/statistics.js                | JavaScript         |          5 |          0 |          4 |          9 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/waterLogs.js                 | JavaScript         |         15 |          0 |          5 |         20 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/weightLogs.js                | JavaScript         |         15 |          0 |          5 |         20 |
| /home/tautvydas/MyProjects/Bakis/server/src/routes/wger.js                      | JavaScript         |         16 |         20 |          5 |         41 |
| /home/tautvydas/MyProjects/Bakis/server/src/server.js                           | JavaScript         |         11 |          1 |          2 |         14 |
| /home/tautvydas/MyProjects/Bakis/server/tests/unit/test.spec.js                 | JavaScript         |         12 |          0 |          2 |         14 |
| /home/tautvydas/MyProjects/Bakis/watch/app/index.js                             | JavaScript         |         17 |         22 |          9 |         48 |
| /home/tautvydas/MyProjects/Bakis/watch/companion/index.js                       | JavaScript         |          4 |         18 |          9 |         31 |
| /home/tautvydas/MyProjects/Bakis/watch/package-lock.json                        | JSON               |     10,037 |          0 |          1 |     10,038 |
| /home/tautvydas/MyProjects/Bakis/watch/package.json                             | JSON               |         34 |          0 |          1 |         35 |
| /home/tautvydas/MyProjects/Bakis/watch/resources/styles.css                     | CSS                |         11 |          0 |          2 |         13 |
| /home/tautvydas/MyProjects/Bakis/watch/settings/index.jsx                       | JavaScript React   |         13 |          0 |          1 |         14 |
| /home/tautvydas/MyProjects/Bakis/watch/tsconfig.json                            | JSON with Comments |          3 |          0 |          1 |          4 |
| Total                                                                           |                    |     74,707 |        450 |        356 |     75,513 |
+---------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
